filename	date	plant	is_enriched
SRR14530860_2.fastq.gz	2020-11-05	PL	0
SRR14530830_1.fastq.gz	2020-11-29	PL	1
SRR14530830_2.fastq.gz	2020-11-29	PL	1
SRR14530863_1.fastq.gz	2020-11-29	PL	0
SRR14530863_2.fastq.gz	2020-11-29	PL	0
SRR14530829_1.fastq.gz	2020-11-30	PL	1
SRR14530829_2.fastq.gz	2020-11-30	PL	1
SRR14530862_1.fastq.gz	2020-11-30	PL	0
SRR14530862_2.fastq.gz	2020-11-30	PL	0
SRR14530826_1.fastq.gz	2020-12-14	PL	1
SRR14530826_2.fastq.gz	2020-12-14	PL	1
SRR14530859_1.fastq.gz	2020-12-14	PL	0
SRR14530859_2.fastq.gz	2020-12-14	PL	0
SRR14530825_1.fastq.gz	2020-12-22	PL	1
SRR14530825_2.fastq.gz	2020-12-22	PL	1
SRR14530858_1.fastq.gz	2020-12-22	PL	0
SRR14530858_2.fastq.gz	2020-12-22	PL	0
SRR14530824_1.fastq.gz	2020-12-28	PL	1
SRR14530824_2.fastq.gz	2020-12-28	PL	1
SRR14530857_1.fastq.gz	2020-12-28	PL	0
SRR14530857_2.fastq.gz	2020-12-28	PL	0
SRR14530832_1.fastq.gz	2021-01-03	PL	1
SRR14530832_2.fastq.gz	2021-01-03	PL	1
SRR14530865_1.fastq.gz	2021-01-03	PL	0
SRR14530865_2.fastq.gz	2021-01-03	PL	0
SRR14530831_1.fastq.gz	2021-01-04	PL	1
SRR14530831_2.fastq.gz	2021-01-04	PL	1
SRR14530864_1.fastq.gz	2021-01-04	PL	0
SRR14530864_2.fastq.gz	2021-01-04	PL	0
SRR18341066_1.fastq.gz	2021-01-06	PL	1
SRR18341066_2.fastq.gz	2021-01-06	PL	1
SRR18341117_1.fastq.gz	2021-01-12	PL	1
SRR18341117_2.fastq.gz	2021-01-12	PL	1
SRR18341116_1.fastq.gz	2021-01-13	PL	1
SRR18341116_2.fastq.gz	2021-01-13	PL	1
SRR18341115_1.fastq.gz	2021-01-14	PL	1
SRR18341115_2.fastq.gz	2021-01-14	PL	1
SRR18341114_1.fastq.gz	2021-01-17	PL	1
SRR18341114_2.fastq.gz	2021-01-17	PL	1
SRR18341112_1.fastq.gz	2021-01-18	PL	1
SRR18341112_2.fastq.gz	2021-01-18	PL	1
SRR18341111_1.fastq.gz	2021-01-20	PL	1
SRR18341111_2.fastq.gz	2021-01-20	PL	1
SRR18341110_1.fastq.gz	2021-01-24	PL	1
SRR18341110_2.fastq.gz	2021-01-24	PL	1
SRR18341069_1.fastq.gz	2021-01-25	PL	1
SRR18341069_2.fastq.gz	2021-01-25	PL	1
SRR18341068_1.fastq.gz	2021-01-27	PL	1
SRR18341068_2.fastq.gz	2021-01-27	PL	1
SRR18341067_1.fastq.gz	2021-01-31	PL	1
SRR18341067_2.fastq.gz	2021-01-31	PL	1
SRR18341065_1.fastq.gz	2021-02-01	PL	1
SRR18341065_2.fastq.gz	2021-02-01	PL	1
SRR18341056_1.fastq.gz	2021-02-03	PL	1
SRR18341056_2.fastq.gz	2021-02-03	PL	1
SRR18341055_1.fastq.gz	2021-02-07	PL	1
SRR18341055_2.fastq.gz	2021-02-07	PL	1
SRR18341054_1.fastq.gz	2021-02-08	PL	1
SRR18341054_2.fastq.gz	2021-02-08	PL	1
SRR18341064_1.fastq.gz	2021-02-10	PL	1
SRR18341064_2.fastq.gz	2021-02-10	PL	1
SRR18341063_1.fastq.gz	2021-02-14	PL	1
SRR18341063_2.fastq.gz	2021-02-14	PL	1
SRR18341061_1.fastq.gz	2021-02-15	PL	1
SRR18341061_2.fastq.gz	2021-02-15	PL	1
SRR18341060_1.fastq.gz	2021-02-17	PL	1
SRR18341060_2.fastq.gz	2021-02-17	PL	1
SRR18341059_1.fastq.gz	2021-02-21	PL	1
SRR18341059_2.fastq.gz	2021-02-21	PL	1
SRR18341058_1.fastq.gz	2021-02-22	PL	1
SRR18341058_2.fastq.gz	2021-02-22	PL	1
SRR18341057_1.fastq.gz	2021-02-28	PL	1
SRR18341057_2.fastq.gz	2021-02-28	PL	1
SRR18341053_1.fastq.gz	2021-03-01	PL	1
SRR18341053_2.fastq.gz	2021-03-01	PL	1
SRR18341042_1.fastq.gz	2021-03-03	PL	1
SRR18341042_2.fastq.gz	2021-03-03	PL	1
SRR18341107_1.fastq.gz	2021-03-07	PL	1
SRR18341107_2.fastq.gz	2021-03-07	PL	1
SRR18341106_1.fastq.gz	2021-03-08	PL	1
SRR18341106_2.fastq.gz	2021-03-08	PL	1
SRR18341052_1.fastq.gz	2021-03-10	PL	1
SRR18341052_2.fastq.gz	2021-03-10	PL	1
SRR18341050_1.fastq.gz	2021-03-14	PL	1
SRR18341050_2.fastq.gz	2021-03-14	PL	1
SRR18341049_1.fastq.gz	2021-03-15	PL	1
SRR18341049_2.fastq.gz	2021-03-15	PL	1
SRR18341048_1.fastq.gz	2021-03-18	PL	1
SRR18341048_2.fastq.gz	2021-03-18	PL	1
SRR18341047_1.fastq.gz	2021-03-21	PL	1
SRR18341047_2.fastq.gz	2021-03-21	PL	1
SRR18341046_1.fastq.gz	2021-03-22	PL	1
SRR18341046_2.fastq.gz	2021-03-22	PL	1
SRR18341045_1.fastq.gz	2021-03-24	PL	1
SRR18341045_2.fastq.gz	2021-03-24	PL	1
SRR18341044_1.fastq.gz	2021-03-28	PL	1
SRR18341044_2.fastq.gz	2021-03-28	PL	1
SRR18341043_1.fastq.gz	2021-03-29	PL	1
SRR18341043_2.fastq.gz	2021-03-29	PL	1
SRR18341109_1.fastq.gz	2021-03-31	PL	1
SRR18341109_2.fastq.gz	2021-03-31	PL	1
SRR18341100_1.fastq.gz	2021-04-04	PL	1
SRR18341100_2.fastq.gz	2021-04-04	PL	1
SRR18341099_1.fastq.gz	2021-04-05	PL	1
SRR18341099_2.fastq.gz	2021-04-05	PL	1
SRR18341098_1.fastq.gz	2021-04-07	PL	1
SRR18341098_2.fastq.gz	2021-04-07	PL	1
SRR18341105_1.fastq.gz	2021-04-14	PL	1
SRR18341105_2.fastq.gz	2021-04-14	PL	1
SRR18341104_1.fastq.gz	2021-04-21	PL	1
SRR18341104_2.fastq.gz	2021-04-21	PL	1
SRR18341103_1.fastq.gz	2021-04-25	PL	1
SRR18341103_2.fastq.gz	2021-04-25	PL	1
SRR18341102_1.fastq.gz	2021-04-26	PL	1
SRR18341102_2.fastq.gz	2021-04-26	PL	1
SRR18341101_1.fastq.gz	2021-04-28	PL	1
SRR18341101_2.fastq.gz	2021-04-28	PL	1
SRR18341092_1.fastq.gz	2021-05-03	PL	1
SRR18341092_2.fastq.gz	2021-05-03	PL	1
SRR18341090_1.fastq.gz	2021-05-04	PL	1
SRR18341090_2.fastq.gz	2021-05-04	PL	1
SRR18341089_1.fastq.gz	2021-05-05	PL	1
SRR18341089_2.fastq.gz	2021-05-05	PL	1
SRR18341088_1.fastq.gz	2021-05-09	PL	1
SRR18341088_2.fastq.gz	2021-05-09	PL	1
SRR18341096_1.fastq.gz	2021-05-10	PL	1
SRR18341096_2.fastq.gz	2021-05-10	PL	1
SRR18341095_1.fastq.gz	2021-05-12	PL	1
SRR18341095_2.fastq.gz	2021-05-12	PL	1
SRR18341094_1.fastq.gz	2021-05-17	PL	1
SRR18341094_2.fastq.gz	2021-05-17	PL	1
SRR18341093_1.fastq.gz	2021-05-24	PL	1
SRR18341093_2.fastq.gz	2021-05-24	PL	1
SRR18341091_1.fastq.gz	2021-05-31	PL	1
SRR18341091_2.fastq.gz	2021-05-31	PL	1
SRR18341085_1.fastq.gz	2021-06-02	PL	1
SRR18341085_2.fastq.gz	2021-06-02	PL	1
SRR18341082_1.fastq.gz	2021-06-07	PL	1
SRR18341082_2.fastq.gz	2021-06-07	PL	1
SRR18341087_1.fastq.gz	2021-06-14	PL	1
SRR18341087_2.fastq.gz	2021-06-14	PL	1
SRR18341084_1.fastq.gz	2021-06-21	PL	1
SRR18341084_2.fastq.gz	2021-06-21	PL	1
SRR18341083_1.fastq.gz	2021-06-28	PL	1
SRR18341083_2.fastq.gz	2021-06-28	PL	1
SRR18341009_1.fastq.gz	2021-07-05	PL	1
SRR18341009_2.fastq.gz	2021-07-05	PL	1
SRR18341013_1.fastq.gz	2021-07-12	PL	1
SRR18341013_2.fastq.gz	2021-07-12	PL	1
SRR18341012_1.fastq.gz	2021-07-19	PL	1
SRR18341012_2.fastq.gz	2021-07-19	PL	1
SRR18341011_1.fastq.gz	2021-07-25	PL	1
SRR18341011_2.fastq.gz	2021-07-25	PL	1
SRR18341010_1.fastq.gz	2021-07-29	PL	1
SRR18341010_2.fastq.gz	2021-07-29	PL	1
SRR18341008_1.fastq.gz	2021-08-03	PL	1
SRR18341008_2.fastq.gz	2021-08-03	PL	1
SRR14530727_1.fastq.gz	2020-08-13	SB	0
SRR14530727_2.fastq.gz	2020-08-13	SB	0
SRR14530788_1.fastq.gz	2020-08-13	SB	1
SRR14530788_2.fastq.gz	2020-08-13	SB	1
SRR14530726_1.fastq.gz	2020-08-27	SB	0
SRR14530726_2.fastq.gz	2020-08-27	SB	0
SRR14530787_1.fastq.gz	2020-08-27	SB	1
SRR14530787_2.fastq.gz	2020-08-27	SB	1
SRR14530724_1.fastq.gz	2020-09-10	SB	0
SRR14530724_2.fastq.gz	2020-09-10	SB	0
SRR14530786_1.fastq.gz	2020-09-10	SB	1
SRR14530786_2.fastq.gz	2020-09-10	SB	1
SRR14530725_1.fastq.gz	2020-09-24	SB	0
SRR14530725_2.fastq.gz	2020-09-24	SB	0
SRR14530785_1.fastq.gz	2020-09-24	SB	1
SRR14530785_2.fastq.gz	2020-09-24	SB	1
SRR14530823_1.fastq.gz	2020-10-08	SB	1
SRR14530823_2.fastq.gz	2020-10-08	SB	1
SRR14530856_1.fastq.gz	2020-10-08	SB	0
SRR14530856_2.fastq.gz	2020-10-08	SB	0
SRR14530728_1.fastq.gz	2020-10-22	SB	0
SRR14530728_2.fastq.gz	2020-10-22	SB	0
SRR14530789_1.fastq.gz	2020-10-22	SB	1
SRR14530789_2.fastq.gz	2020-10-22	SB	1
SRR14530822_1.fastq.gz	2020-11-05	SB	1
SRR14530822_2.fastq.gz	2020-11-05	SB	1
SRR14530855_1.fastq.gz	2020-11-05	SB	0
SRR14530855_2.fastq.gz	2020-11-05	SB	0
SRR14530780_1.fastq.gz	2020-08-12	SJ	1
SRR14530780_2.fastq.gz	2020-08-12	SJ	1
SRR14530899_1.fastq.gz	2020-08-12	SJ	0
SRR14530899_2.fastq.gz	2020-08-12	SJ	0
SRR14530778_1.fastq.gz	2020-08-19	SJ	1
SRR14530778_2.fastq.gz	2020-08-19	SJ	1
SRR14530898_1.fastq.gz	2020-08-19	SJ	0
SRR14530898_2.fastq.gz	2020-08-19	SJ	0
SRR14530777_1.fastq.gz	2020-08-26	SJ	1
SRR14530777_2.fastq.gz	2020-08-26	SJ	1
SRR14530897_1.fastq.gz	2020-08-26	SJ	0
SRR14530897_2.fastq.gz	2020-08-26	SJ	0
SRR14530776_1.fastq.gz	2020-09-02	SJ	1
SRR14530776_2.fastq.gz	2020-09-02	SJ	1
SRR14530896_1.fastq.gz	2020-09-02	SJ	0
SRR14530896_2.fastq.gz	2020-09-02	SJ	0
SRR14530775_1.fastq.gz	2020-09-09	SJ	1
SRR14530775_2.fastq.gz	2020-09-09	SJ	1
SRR14530895_1.fastq.gz	2020-09-09	SJ	0
SRR14530895_2.fastq.gz	2020-09-09	SJ	0
SRR14530774_1.fastq.gz	2020-09-16	SJ	1
SRR14530774_2.fastq.gz	2020-09-16	SJ	1
SRR14530893_1.fastq.gz	2020-09-16	SJ	0
SRR14530893_2.fastq.gz	2020-09-16	SJ	0
SRR14530815_1.fastq.gz	2020-09-23	SJ	1
SRR14530815_2.fastq.gz	2020-09-23	SJ	1
SRR14530851_1.fastq.gz	2020-09-23	SJ	0
SRR14530851_2.fastq.gz	2020-09-23	SJ	0
SRR14530773_1.fastq.gz	2020-09-30	SJ	1
SRR14530773_2.fastq.gz	2020-09-30	SJ	1
SRR14530892_1.fastq.gz	2020-09-30	SJ	0
SRR14530892_2.fastq.gz	2020-09-30	SJ	0
SRR14530784_1.fastq.gz	2020-10-07	SJ	1
SRR14530784_2.fastq.gz	2020-10-07	SJ	1
SRR14530903_1.fastq.gz	2020-10-07	SJ	0
SRR14530903_2.fastq.gz	2020-10-07	SJ	0
SRR14530783_1.fastq.gz	2020-10-14	SJ	1
SRR14530783_2.fastq.gz	2020-10-14	SJ	1
SRR14530902_1.fastq.gz	2020-10-14	SJ	0
SRR14530902_2.fastq.gz	2020-10-14	SJ	0
SRR14530782_1.fastq.gz	2020-10-21	SJ	1
SRR14530782_2.fastq.gz	2020-10-21	SJ	1
SRR14530901_1.fastq.gz	2020-10-21	SJ	0
SRR14530901_2.fastq.gz	2020-10-21	SJ	0
SRR14530781_1.fastq.gz	2020-10-28	SJ	1
SRR14530781_2.fastq.gz	2020-10-28	SJ	1
SRR14530900_1.fastq.gz	2020-10-28	SJ	0
SRR14530900_2.fastq.gz	2020-10-28	SJ	0
SRR14530816_1.fastq.gz	2020-11-04	SJ	1
SRR14530816_2.fastq.gz	2020-11-04	SJ	1
SRR14530852_1.fastq.gz	2020-11-04	SJ	0
SRR14530852_2.fastq.gz	2020-11-04	SJ	0
SRR14530821_1.fastq.gz	2020-11-11	SJ	1
SRR14530821_2.fastq.gz	2020-11-11	SJ	1
SRR14530854_1.fastq.gz	2020-11-11	SJ	0
SRR14530854_2.fastq.gz	2020-11-11	SJ	0
SRR14530817_1.fastq.gz	2020-11-18	SJ	1
SRR14530817_2.fastq.gz	2020-11-18	SJ	1
SRR14530853_1.fastq.gz	2020-11-18	SJ	0
SRR14530853_2.fastq.gz	2020-11-18	SJ	0
