SRR21452137	2020-07-20	ESC	0
SRR21452136	2020-07-27	ESC	0
SRR18341038	2020-08-03	ESC	1
SRR18340986	2020-08-10	ESC	1
SRR18341041	2020-08-17	ESC	1
SRR18341040	2020-08-24	ESC	1
SRR18341037	2020-08-31	ESC	1
SRR18341034	2020-09-07	ESC	1
SRR18341036	2020-09-14	ESC	1
SRR18341035	2020-09-21	ESC	1
SRR18340978	2020-10-05	ESC	1
SRR18341039	2020-10-12	ESC	1
SRR18341028	2020-10-19	ESC	1
SRR18341017	2020-10-26	ESC	1
SRR18341080	2020-11-02	ESC	1
SRR18340967	2020-11-16	ESC	1
SRR18341135	2020-11-23	ESC	1
SRR18341124	2020-11-30	ESC	1
SRR18341108	2020-12-07	ESC	1
SRR18341113	2020-12-14	ESC	1
SRR18341062	2020-12-21	ESC	1
SRR18341051	2020-12-28	ESC	1
SRR18340994	2021-01-04	ESC	1
SRR18341137	2021-01-11	ESC	1
SRR18341136	2021-01-18	ESC	1
SRR18341005	2021-01-25	ESC	1
SRR18341007	2021-02-08	ESC	1
SRR18341097	2021-02-15	ESC	1
SRR18341086	2021-02-22	ESC	1
SRR18341006	2021-03-01	ESC	1
SRR18341001	2021-03-08	ESC	1
SRR18341004	2021-03-17	ESC	1
SRR18341003	2021-03-22	ESC	1
SRR18341002	2021-03-29	ESC	1
SRR18340997	2021-04-05	ESC	1
SRR18341000	2021-04-12	ESC	1
SRR18340999	2021-04-19	ESC	1
SRR18340998	2021-04-26	ESC	1
SRR18340996	2021-05-10	ESC	1
SRR18340995	2021-05-24	ESC	1
SRR18340993	2021-05-31	ESC	1
SRR18340990	2021-06-09	ESC	1
SRR18340992	2021-06-14	ESC	1
SRR18340991	2021-06-24	ESC	1
SRR18340987	2021-07-05	ESC	1
SRR18340989	2021-07-12	ESC	1
SRR18340988	2021-07-19	ESC	1
SRR14530767	2020-08-11	HTP	0
SRR14530790	2020-08-11	HTP	1
SRR14530766	2020-08-18	HTP	0
SRR14530779	2020-08-18	HTP	1
SRR14530765	2020-08-25	HTP	0
SRR14530768	2020-08-25	HTP	1
SRR14530757	2020-09-01	HTP	1
SRR14530764	2020-09-01	HTP	0
SRR14530746	2020-09-08	HTP	1
SRR14530763	2020-09-08	HTP	0
SRR14530735	2020-09-15	HTP	1
SRR14530762	2020-09-15	HTP	0
SRR14530843	2020-09-22	HTP	1
SRR14530881	2020-09-22	HTP	0
SRR14530842	2020-09-29	HTP	1
SRR14530880	2020-09-29	HTP	0
SRR14530772	2020-10-02	HTP	0
SRR14530820	2020-10-02	HTP	1
SRR14530771	2020-10-13	HTP	0
