SRR18218717	RNA	2021-03-10
SRR18218718	RNA	2021-03-23
SRR18218719	RNA	2021-02-17
SRR18218720	RNA	2021-02-11
SRR18218721	DNA	2021-04-21
SRR18218722	DNA	2021-04-15
SRR18218723	DNA	2021-03-10
SRR18218724	DNA	2021-03-23
SRR18218730	RNA	2021-04-21
SRR18218731	RNA	2021-04-15
SRR18218732	DNA	2021-02-17
SRR18218733	DNA	2021-02-11
