sample_ID	country_ID	samplenum	country	Continent	city	site.characteristic	site.farming	site.slaughterhouse	site.industry	site.hospital	site.size.km.sq	latitude	longitude	demography	demography.class	sample.date	velocity.rank	velocity	viscosity.rank	temp.yesterday	temp.today	temp.sample	weather	transport.time	transport.temp	storage.temp	season	season.type	shipping.date	wba_AG.SRF.TOTL.K2	wba_CM.MKT.INDX.ZG	wba_CM.MKT.LCAP.CD	wba_CM.MKT.LDOM.NO	wba_CM.MKT.TRAD.CD	wba_CM.MKT.TRNR	wba_DT.AMT.BLAT.CD	wba_DT.AMT.DLXF.CD	wba_DT.AMT.DPNG.CD	wba_DT.AMT.MLAT.CD	wba_DT.AMT.OFFT.CD	wba_DT.AMT.PBND.CD	wba_DT.AMT.PCBK.CD	wba_DT.AMT.PROP.CD	wba_DT.AMT.PRVT.CD	wba_DT.DIS.BLAT.CD	wba_DT.DIS.DLXF.CD	wba_DT.DIS.MLAT.CD	wba_DT.DIS.OFFT.CD	wba_DT.DIS.PCBK.CD	wba_DT.DIS.PROP.CD	wba_DT.DIS.PRVT.CD	wba_DT.INT.BLAT.CD	wba_DT.INT.DLXF.CD	wba_DT.INT.DPNG.CD	wba_DT.INT.MLAT.CD	wba_DT.INT.OFFT.CD	wba_DT.INT.PBND.CD	wba_DT.INT.PCBK.CD	wba_DT.INT.PROP.CD	wba_DT.INT.PRVT.CD	wba_FB.AST.NPER.ZS	wba_FB.BNK.CAPA.ZS	wba_FM.AST.CGOV.ZG.M3	wba_FM.AST.DOMO.ZG.M3	wba_FM.AST.DOMS.CN	wba_FM.AST.NFRG.CN	wba_FM.AST.PRVT.ZG.M3	wba_FM.LBL.BMNY.CN	wba_FM.LBL.BMNY.ZG	wba_FP.CPI.TOTL	wba_FP.CPI.TOTL.ZG	wba_FP.WPI.TOTL	wba_FR.INR.DPST	wba_FR.INR.LEND	wba_FR.INR.LNDP	wba_FR.INR.RISK	wba_IC.BUS.DISC.XQ	wba_IC.CRD.PRVT.ZS	wba_IC.CRD.PUBL.ZS	wba_IC.LGL.DURS	wba_IC.PRP.DURS	wba_IC.PRP.PROC	wba_IC.REG.COST.PC.FE.ZS	wba_IC.REG.COST.PC.MA.ZS	wba_IC.REG.COST.PC.ZS	wba_IC.REG.DURS	wba_IC.REG.DURS.FE	wba_IC.REG.DURS.MA	wba_IC.REG.PROC	wba_IC.REG.PROC.FE	wba_IC.REG.PROC.MA	wba_IC.TAX.DURS	wba_IC.TAX.PAYM	wba_IC.TAX.TOTL.CP.ZS	wba_IC.WRH.DURS	wba_IC.WRH.PROC	wba_IE.PPI.ENGY.CD	wba_IE.PPI.TRAN.CD	wba_IQ.SCI.MTHD	wba_IQ.SCI.OVRL	wba_IQ.SCI.PRDC	wba_IQ.SCI.SRCE	wba_IQ.WEF.CUST.XQ	wba_IQ.WEF.PORT.XQ	wba_IS.SHP.GCNW.XQ	wba_IT.NET.SECR	wba_IT.NET.SECR.P6	wba_MS.MIL.MPRT.KD	wba_MS.MIL.XPRT.KD	wba_PA.NUS.FCRF	wba_PX.REX.REER	wba_SE.PRE.DURS	wba_SE.PRM.AGES	wba_SE.PRM.DURS	wba_SE.SEC.AGES	wba_SE.SEC.DURS	wba_SE.SEC.ENRL.GC	wba_SE.SEC.ENRL.GC.FE.ZS	wba_SG.GEN.PARL.ZS	wba_SL.AGR.EMPL.FE.ZS	wba_SL.AGR.EMPL.MA.ZS	wba_SL.AGR.EMPL.ZS	wba_SL.EMP.1524.SP.FE.NE.ZS	wba_SL.EMP.1524.SP.FE.ZS	wba_SL.EMP.1524.SP.MA.NE.ZS	wba_SL.EMP.1524.SP.MA.ZS	wba_SL.EMP.1524.SP.NE.ZS	wba_SL.EMP.1524.SP.ZS	wba_SL.EMP.MPYR.FE.ZS	wba_SL.EMP.MPYR.MA.ZS	wba_SL.EMP.MPYR.ZS	wba_SL.EMP.SELF.FE.ZS	wba_SL.EMP.SELF.MA.ZS	wba_SL.EMP.SELF.ZS	wba_SL.EMP.TOTL.SP.FE.NE.ZS	wba_SL.EMP.TOTL.SP.FE.ZS	wba_SL.EMP.TOTL.SP.MA.NE.ZS	wba_SL.EMP.TOTL.SP.MA.ZS	wba_SL.EMP.TOTL.SP.NE.ZS	wba_SL.EMP.TOTL.SP.ZS	wba_SL.EMP.VULN.FE.ZS	wba_SL.EMP.VULN.MA.ZS	wba_SL.EMP.VULN.ZS	wba_SL.EMP.WORK.FE.ZS	wba_SL.EMP.WORK.MA.ZS	wba_SL.EMP.WORK.ZS	wba_SL.FAM.WORK.FE.ZS	wba_SL.FAM.WORK.MA.ZS	wba_SL.FAM.WORK.ZS	wba_SL.GDP.PCAP.EM.KD	wba_SL.IND.EMPL.FE.ZS	wba_SL.IND.EMPL.MA.ZS	wba_SL.IND.EMPL.ZS	wba_SL.SRV.EMPL.FE.ZS	wba_SL.SRV.EMPL.MA.ZS	wba_SL.SRV.EMPL.ZS	wba_SL.TLF.ACTI.1524.FE.NE.ZS	wba_SL.TLF.ACTI.1524.FE.ZS	wba_SL.TLF.ACTI.1524.MA.NE.ZS	wba_SL.TLF.ACTI.1524.MA.ZS	wba_SL.TLF.ACTI.1524.NE.ZS	wba_SL.TLF.ACTI.1524.ZS	wba_SL.TLF.ADVN.FE.ZS	wba_SL.TLF.ADVN.MA.ZS	wba_SL.TLF.ADVN.ZS	wba_SL.TLF.BASC.FE.ZS	wba_SL.TLF.BASC.MA.ZS	wba_SL.TLF.BASC.ZS	wba_SL.TLF.CACT.FE.NE.ZS	wba_SL.TLF.CACT.FE.ZS	wba_SL.TLF.CACT.FM.NE.ZS	wba_SL.TLF.CACT.FM.ZS	wba_SL.TLF.CACT.MA.NE.ZS	wba_SL.TLF.CACT.MA.ZS	wba_SL.TLF.CACT.NE.ZS	wba_SL.TLF.CACT.ZS	wba_SL.TLF.INTM.FE.ZS	wba_SL.TLF.INTM.MA.ZS	wba_SL.TLF.INTM.ZS	wba_SL.TLF.TOTL.FE.ZS	wba_SL.TLF.TOTL.IN	wba_SL.UEM.1524.FE.NE.ZS	wba_SL.UEM.1524.FE.ZS	wba_SL.UEM.1524.MA.NE.ZS	wba_SL.UEM.1524.MA.ZS	wba_SL.UEM.1524.NE.ZS	wba_SL.UEM.1524.ZS	wba_SL.UEM.ADVN.FE.ZS	wba_SL.UEM.ADVN.MA.ZS	wba_SL.UEM.ADVN.ZS	wba_SL.UEM.BASC.FE.ZS	wba_SL.UEM.BASC.MA.ZS	wba_SL.UEM.BASC.ZS	wba_SL.UEM.INTM.FE.ZS	wba_SL.UEM.INTM.MA.ZS	wba_SL.UEM.INTM.ZS	wba_SL.UEM.TOTL.FE.NE.ZS	wba_SL.UEM.TOTL.FE.ZS	wba_SL.UEM.TOTL.MA.NE.ZS	wba_SL.UEM.TOTL.MA.ZS	wba_SL.UEM.TOTL.NE.ZS	wba_SL.UEM.TOTL.ZS	wba_SN.ITK.DFCT	wba_ST.INT.ARVL	wba_TX.VAL.TECH.CD	resi_Tetracycline	resi_Oxytetracycline	resi_Doxycyline	resi_Dapson	resi_Sulfacetamide	resi_Sulfadiazine	resi_Sulfadimethoxine	resi_Sulfadimidine	resi_Sulfadoxine	resi_Sulfamerazine	resi_Sulfamethizole	resi_Sulfamethoxazole	resi_Sulfapyridine	resi_Sulfathiazole	resi_Sulfisoxazole	resi_Trimethoprim	resi_Ciprofloxacin	resi_Enrofloxacin	resi_Nalidixinezuur	resi_Norfloxacin	resi_X.Lev.ofloxacin	resi_Oxolinezuur	resi_Sarafloxacin	resi_Trovafloxacin_	resi_Erythromycin	resi_Josamycin	resi_Lincomycin	resi_Spiramycin	resi_Tylosine	resi_Dihydrostreptomycine	resi_Tobramycine	ecdc_J01BA	ecdc_J01CA	ecdc_J01CE	ecdc_J01CF	ecdc_J01CG	ecdc_J01CR	ecdc_J01DB	ecdc_J01DC	ecdc_J01DD	ecdc_J01DE	ecdc_J01DF	ecdc_J01DH	ecdc_J01DI	ecdc_J01EA	ecdc_J01EB	ecdc_J01EC	ecdc_J01ED	ecdc_J01EE	ecdc_J01FA	ecdc_J01FF	ecdc_J01FG	ecdc_J01GA	ecdc_J01GB	ecdc_J01MA	ecdc_J01MB	ecdc_J01RA	ecdc_J01XA	ecdc_J01XB	ecdc_J01XC	ecdc_J01XD	ecdc_J01XE	ecdc_J01XX	ecdc_J01AA	ims_J1A0_.TETRACYCLINES_._COMBS.	ims_J1B0_.CHLORAMPHENICOLS_._COMBS.	ims_J1C1_.BRD.SPECT.PENICILL.ORAL.	ims_J1C2_.BRD.SPECT.PENICIL.PARENT.	ims_J1D1_.CEPHALOSPORINS.ORAL.	ims_J1D2_.CEPHALOSPORINS.PARENT..	ims_J1E0_.TRIMETHOPRIM_COMBS.	ims_J1F0_.MACROLIDES_._SIMILR_TYPE.	ims_J1G1_.ORAL_FLUOROQUINOLONES.	ims_J1G2_.INJ_FLUOROQUINOLONES.	ims_J1H1_.MED.NARRW_SPECT_PEN_PLAI.	ims_J1H2_.PENIC.STREPTOMYCIN_COMBS.	ims_J1K0_.AMINOGLYCOSIDES.	ims_J1L0_.CARBENICILLIN.SIMIL.TYPE.	ims_J1M0_.RIFAMPICIN_AND_RIFAMYCIN.	ims_J1P1_.MONOBACTAMS.	ims_J1P2_.PENEMS_AND_CARBAPENEMS.	ims_J1X1_.GLYCOPEPTIDE_ANTIBACT..	ims_J1X2_.POLYMYXINS.	ims_J1X9_.ALL_OTHER_ANTIBACTERIALS.	dia_freq
ALB.17	ALB	17	Albania	Europe	Tirana	The sampling site is a stream (naturally made)(Natural stream where are drainaged the sewage of city )	Yes	Yes	No	Yes	41,8	41,3404389	19,7716056	800000	All	02-01-2016	4	NA	5	11,5	11	12	Sunny	50	12	-73	Winter	Wet season	02-03-2016	28750	1,72674527	1,74E+11	204,885	1,09E+11	17,79299842	42113300	380774800	199710500	68767400	110880700	467746271,7	36319100	588900	70183600	62840500	710199600	200947500	263788000	82182900	1406100	191769900	10565100	127900400	57697500	25348900	35914000	17817600	16408200	63100	34288900	16,03	9,06	2,243659019	11,47848575	1,55E+12	7,08E+11	10,25458586	2,30E+12	12,89892843	103,2599303	2,436884895	105,9131822	6,59584129	13,08106733	6,783452035	4,927905939	6,7	0	16,15	450	33	6	25,6	25,6	25,6	9	9	9	6,2	6,2	6,2	352	40,8	39,75	228,9021333	16,56806667	5874318767	7504011907	60	74,66666889	72,00000633	92	3,532047934	3,442285426	3,176	55,8	19,23941399	434568666,7	268434333,3	104,356627	99,76635899	3	6	4,8	10,8	7,2	1198490,221	49,37839074	15,99	1,937303348	5,571290022	3,749840003	48,52602696	20,78499975	47,57341323	28,98100033	46,72179806	25,03869991	2,778056661	5,882433339	4,468623346	9,664356724	16,79040987	13,35192338	55,84798984	36,48530006	66,6033429	53,46679955	60,79154197	44,91559982	8,205033343	11,57220669	9,822176694	89,88401291	83,01958038	85,90283037	1,212019996	0,665943333	0,871499995	26985,60234	8,920159954	30,92260349	20,09256665	88,34109703	64,16546319	75,94521015	51,12682321	28,25380039	50,58255319	41,89589996	51,11605011	35,33029976	83,09775836	86,21547045	84,52746682	47,29824202	63,49319972	55,1979099	61,95933672	42,80809975	83,47126058	68,16548159	74,31998018	62,76589928	67,01039984	52,71120033	68,80274232	78,23603335	72,35713436	40,89412647	1217044,1	18,6294837	26,85669994	21,48399122	30,82270012	19,07046929	29,30450001	5,968969908	4,340210021	5,067083293	12,47507989	13,16531996	13,43398329	8,661086612	7,918573402	7,76577667	9,327892944	14,79569988	8,689156699	14,87030001	9,677446336	14,84180002	114,2266667	2545989	8086110536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9,74E-06
AUS.18	AUS	18	Australia	Oceania	Canberra	The sampling site is a waste water treatment plant	No	No	Yes	Yes	814	-35,246401	148,969753	381000	Middle class	02-04-2016	5	NA	5	20,9	19,3	22	Rainy - showers	20	4	-80	Summer			7741220	3,929422664	1,24E+12	1945,4	9,26E+11	77,21195707	1240429730	31835116265	22792720408	1776885274	3122800129	2524479591	2453454658	797305055,3	6138039211	1133696033	53045429331	2816536097	3778753924	6689857814	1667782514	11857973382	339906702,7	8112807528	6048056436	489599455,7	806973712,3	1727320689	410842413	83909760	2201957669	1,425527122	5,952300475	0,574250174	14,83788941	2,27E+12	-3,34E+11	9,661647491	1,47E+12	9,055895168	103,6270156	2,4140142	102,9634605	3,54	6,824083333	3,284083333	4,984377338	8	100	0	395	4,5	5	0,73	0,73	0,73	2,55	2,55	2,55	3	3	3	106,8	11,2	47,99	118	10	6438342000	8322339393	78,13	79,87865602	85,02697747	72,48666667	5,090418221	4,952073161	30,286	31848,1	1406,997061	960900000	77300000	1,151637399	97,66098534	1	5	7	12	6	1508926,293	49,37433023	26,22	1,983000004	3,723000026	2,926999998	60,10600014	59,95389977	60,58899994	60,5781002	60,35200043	60,2769001	4,557999945	8,171000004	6,519000053	12,88000021	21,6	17,62000008	55,5079998	55,46950035	68,01700134	68,07879944	61,67100029	61,72999954	8,323000088	13,42900006	11,09900006	87,11999969	78,40000076	82,38000031	0,290000001	0,193000001	0,238	83995,4	8,453999996	30,78700008	20,58999996	89,42300034	65,29399986	76,31300049	67,38800049	67,21009903	69,02500076	68,97369843	68,22299957	68,12229996	78,93835806	82,39980709	79,68317163	39,22873758	55,13677681	47,15539215	58,70299988	58,65369987	81,81608396	81,65924826	71,75900116	71,83389893	65,13500061	65,19790115	64,64862037	74,45018183	68,43320473	45,29516171	11905475,7	10,82400007	10,81870003	12,26099987	12,21409998	11,56599998	11,54850016	4,748906619	3,571450022	3,864773309	11,9265599	11,47893001	11,73439995	7,266923299	6,819773393	5,948959978	5,438000107	5,428899956	5,221000004	5,232900023	5,318999958	5,321299982	80,64733333	14612878,33	41272280043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2,867224276	0	7,889062612	21,21986045	5,69544682	0,344726207	0,772314013	2,814034632	0,410870505	0,005849135	2,601360732	0	0,123947374	0,566202303	0	0,001031037	0,028089507	0,057999328	0,002055029	0,070448742	4,97E-07
AUS.18a	AUS	18a	Australia	Oceania	Melbourne	The sampling site is a waste water treatment plant	No	Yes	Yes	Yes	5000	-37,9768333	144,6383056	1600000	All	02-08-2016	4	NA	5	28	23,8	NA	Partly cloudy	60	4	-80	Summer		02/16/2016	7741220	3,929422664	1,24E+12	1945,4	9,26E+11	77,21195707	1240429730	31835116265	22792720408	1776885274	3122800129	2524479591	2453454658	797305055,3	6138039211	1133696033	53045429331	2816536097	3778753924	6689857814	1667782514	11857973382	339906702,7	8112807528	6048056436	489599455,7	806973712,3	1727320689	410842413	83909760	2201957669	1,425527122	5,952300475	0,574250174	14,83788941	2,27E+12	-3,34E+11	9,661647491	1,47E+12	9,055895168	103,6270156	2,4140142	102,9634605	3,54	6,824083333	3,284083333	4,984377338	8	100	0	395	4,5	5	0,73	0,73	0,73	2,55	2,55	2,55	3	3	3	106,8	11,2	47,99	118	10	6438342000	8322339393	78,13	79,87865602	85,02697747	72,48666667	5,090418221	4,952073161	30,286	31848,1	1406,997061	960900000	77300000	1,151637399	97,66098534	1	5	7	12	6	1508926,293	49,37433023	26,22	1,983000004	3,723000026	2,926999998	60,10600014	59,95389977	60,58899994	60,5781002	60,35200043	60,2769001	4,557999945	8,171000004	6,519000053	12,88000021	21,6	17,62000008	55,5079998	55,46950035	68,01700134	68,07879944	61,67100029	61,72999954	8,323000088	13,42900006	11,09900006	87,11999969	78,40000076	82,38000031	0,290000001	0,193000001	0,238	83995,4	8,453999996	30,78700008	20,58999996	89,42300034	65,29399986	76,31300049	67,38800049	67,21009903	69,02500076	68,97369843	68,22299957	68,12229996	78,93835806	82,39980709	79,68317163	39,22873758	55,13677681	47,15539215	58,70299988	58,65369987	81,81608396	81,65924826	71,75900116	71,83389893	65,13500061	65,19790115	64,64862037	74,45018183	68,43320473	45,29516171	11905475,7	10,82400007	10,81870003	12,26099987	12,21409998	11,56599998	11,54850016	4,748906619	3,571450022	3,864773309	11,9265599	11,47893001	11,73439995	7,266923299	6,819773393	5,948959978	5,438000107	5,428899956	5,221000004	5,232900023	5,318999958	5,321299982	80,64733333	14612878,33	41272280043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2,867224276	0	7,889062612	21,21986045	5,69544682	0,344726207	0,772314013	2,814034632	0,410870505	0,005849135	2,601360732	0	0,123947374	0,566202303	0	0,001031037	0,028089507	0,057999328	0,002055029	0,070448742	4,97E-07
AUT.70	AUT	70	Austria	Europe	Vienna	The sampling site is a waste water treatment plant	No	No	Yes	Yes	414,6	48,174	16,4631944	1797337	All	02-04-2016	3	NA	5	10	7	13,1	Cloudy	30	18	-80	Winter		02-08-2016	83879	-0,731948546	1,18E+11	87,5	50358099671	45,30169114	590682019,7	13674959368	10303551535	931758430,3	1237915900	1157801291	804073939,7	305170179	2250710782	681096035	20954525014	1655620116	2478080506	1662808742	385490773,7	5795790639	150356182	3225954294	1914048635	272274317	479956622,3	777889577	121741271,3	47633085,67	1117384478	2,777982095	7,197858286	0,929630309	10,44367947	4,07E+11	1,61E+11	9,140681636	3,16E+12	8,835043446	103,9642362	1,881777233	103,6444765	3,653477367	6,872301103	3,496912816	4,029054911	5	47,69	1,71	397	23,8	3	3,66	3,66	3,66	24	24	24	8	8	8	157,9	12	51,51	222	10,8	3905048767	7616886713	84,34	83,53818349	85,60384811	77,86333333	5,211855646	4,645885482	50,38706	8326,5	980,4804544	212283000	34700000	110,1883817	100,8932346	3	6	4	10	8	1423694,415	49,39704505	29,84	1,951290016	4,974333354	3,663213333	52,78441026	50,19659996	51,66920649	56,92730026	50,63048212	53,63230057	2,70607333	6,20271001	4,671073347	9,525540063	16,68909654	13,39538672	55,94875649	51,46240005	67,55770689	63,8343998	61,75729092	57,45390015	8,383790015	11,29051337	9,996913361	89,6667029	82,72687037	85,97801369	1,139319996	0,664623333	0,881536661	89166,95	8,968343289	30,7740335	20,06514664	88,51403702	63,67330318	75,41483018	55,5527365	55,5493	56,05321977	63,18970032	54,35890348	59,44930038	82,38814557	85,56600982	83,76917897	44,94021231	60,90862149	52,53710438	60,03874319	54,1946003	83,14875876	80,5068376	71,97441686	67,33990021	65,91874981	60,56160049	67,4671221	76,84908173	71,0646167	46,11882432	4366428,3	13,93225002	9,635900021	16,33632942	9,929699802	14,21333495	9,793000031	4,192593293	3,549846683	3,708623315	10,24761992	11,52512999	10,77845995	6,962583301	6,278283385	5,352966643	7,188930318	5,03920002	6,530660008	5,214799953	6,905466999	5,132299995	72,51566667	7693210,667	11316525455	57	0	250	0	0	0	0	0	0	0	0	55	110	0	0	230	1500	0	0	170	450	13	0	0	0	3400	0	0	0	0	0	0	0,9981	0,7777	0,0057	0	4,7155	0,3081	0,8779	0,2985	2,00E-04	0	8,00E-04	0	0,1286	0	0	0	0,0727	2,3385	0,7041	0	0	0,0167	1,2973	0	0	9,00E-04	0,0087	0,0291	2,00E-04	0,2579	0,0351	1,0634	0,25791639	2,71E-05	3,253009766	0,452873885	1,062054051	0,236819963	0,351234967	2,12582382	0,999126593	0,067343077	1,129411761	0	0,061820381	0	0,001639352	0,003752219	0,098869967	0,025467804	0,008360467	0,113457915	2,29E-07
BGR.66	BGR	66	Bulgaria	Europe	Sofia	The sampling site is a waste water treatment plant	Yes	Yes	Yes	Yes	NA	42,7506944	23,36475	2000000	All	02-04-2016	4	NA	5	12	5	NA	Rainy - showers	20	4	-70	Winter	Wet season	02-11-2016	111000	-4,244134394	2,18E+11	252,9203333	2,79E+11	19,39744263	65437100	4697386500	4115397200	246404800	311841900	713647155	254377259,7	137700	270147400	31048000	7699919000	244915400	275963400	325671706	140035661	654674600	17672200	952408100	751743600	68714000	86386200	112856700	1382700	38900	114278300	9,119949812	11,18899628	0,069643431	8,036418836	49900163000	26587325996	7,658999987	59381986000	9,766739873	101,6039011	3,168646918	103,9712593	2,9689	9,487908333	6,519008333	4,363322153	10	2,73	49,25	564	12,6	8	2,59	2,59	2,59	29,9	29,9	29,9	6,5	6,5	6,5	508,8	14,5	29,11	106,2	16,1	4773098820	7495473527	90	89,11110889	89,333325	88	3,669255917	3,806195433	5,363	826,1	113,7291935	348667333,3	14100000	1,505895	99,83937813	4	7	4	11	8	1223700,842	49,37952175	21,41	2,054193348	5,551886689	3,810430004	50,80669697	20,07720013	49,30707653	26,74399986	47,18047938	23,50610008	2,778706661	5,872860007	4,518193345	9,493093393	16,54617321	13,16313339	55,71356649	43,89760017	66,52404685	53,9375	60,89881205	48,73789978	8,124153345	11,70511336	9,778640027	89,48511959	83,19765371	86,27175038	1,239569996	0,693773332	0,896296661	37934,23672	8,913009951	30,79759349	19,96780331	88,13762703	64,2007365	75,71456682	51,5351632	25,04680004	52,10364651	34,16669998	51,62442012	29,73740044	82,90987965	85,76463581	84,26425443	46,70235965	62,76037141	53,47226532	61,16233675	48,15	82,97594141	80,38053524	73,99559686	59,91160011	66,77956312	53,81990013	68,34879804	78,04709333	71,83449937	46,34147155	3404510,5	16,69303736	20,17280016	18,89102548	21,8875	17,40142329	21,19300022	5,338683256	4,066546685	4,688429966	11,86204323	12,70145331	12,8086233	7,922799955	6,814796722	6,948833328	8,252779967	8,836699963	7,948820017	10,00739994	9,397368335	9,462300062	88,553	4118630,333	9611408493	100	0	270	0	0	0	0	0	0	0	0	500	67	0	0	0	2200	0	310	410	3100	0	26	0	0	0	180	0	0	0	0	0,0394	4,8405	0,1911	0	0	3,431	0,4586	2,3601	1,3202	0,0125	0	0,021	0	0	0	0	0	0,848	3,2788	0,7066	0	0	0,2866	3,0328	0	0	0,0138	0,0024	0	0	0	0,0016	1,8153	0,906244853	0,160725114	3,988074758	0,097006351	2,483171297	0,487878906	1,518603719	2,673416368	1,663478269	0,080925001	0,189141929	0	0,308408515	0	0,135160502	0	0,018703048	0,009984537	0,003435271	0,001171326	3,93E-06
BRA.53	BRA	53	Brazil	South America	Belo Horizonte	The sampling site is a waste water treatment plant	No	No	No	Yes	NA	-19,8957389	-43,8791361	500000	lower class	02/16/2016	5	NA	5	NA	NA	27	Sunny	20	4	-70	Summer	Wet season		8515770	10,51732179	1,04E+12	363,3	6,85E+11	70,38688427	933100800	48471997600	35659873400	2692284000	3625384800	5378785100	2955994200	851960100	9186739400	1454435500	78946153400	3710691900	5165127400	5286586300	5048166900	15365025100	259939800	15516358000	9880248300	668094700	928034500	3827575600	817183000	63316600	4708075200	3,319678413	9,91668924	3,177597466	12,79706063	4,54E+12	5,77E+11	10,738762	3,90E+12	15,01385873	112,6063157	6,156408702	113,7083033	10,21806493	41,17033333	30,9522684	29,80038607	5	62,99	38,22	731	28,3	13,34	6,44	6,44	6,44	111,97	111,97	111,97	13,1	13,08	13,08	2543,8	10,04	68,05	428,48	18,88	13229159000	10268533000	89	81,11111222	81,33333633	73	2,892426526	2,68431956	35,85	10096,6	49,60269544	2,27E+08	63100000	2,249033041	88,50182114	2,6	6,6	4,4	11	7	1282517,217	49,3996408	9,09	1,653150011	3,814186674	2,742139992	50,16130013	39,75509987	48,35588989	57,69540024	47,91976471	48,85230026	3,188313315	6,62901334	4,997290012	10,80157673	17,32270318	14,20866007	52,89651822	50,90499992	65,20252006	74,12560043	59,31601811	62,2041996	7,42648335	10,79212002	9,538036702	89,42525628	82,5527705	85,76033371	0,752153332	0,421723332	0,490436663	30576,71816	8,970639959	30,43719348	20,13433001	88,78979033	66,22549284	76,85529993	51,96899325	51,74160004	53,47508319	68,59039993	53,36242001	60,28530006	79,20713541	82,54979109	79,92376379	38,52970459	57,38930671	48,48452315	58,64582328	57,08919983	81,60310172	71,44050167	71,13239023	79,90780029	64,45146668	68,19280014	65,53500663	75,1377651	68,36236466	42,97861214	103426992,2	17,5970157	23,11550007	20,80527252	15,85100002	17,31552796	18,92469959	5,636053252	4,660143362	4,930533294	14,12877318	13,42155997	13,29019663	8,978673275	8,407946747	7,365046658	8,667913619	10,81239996	8,137821691	7,228799868	8,484080342	8,76989994	15,7	13726775,67	39413419625	570	0	210	0	0	89	0	0	0	0	0	510	130	0	0	180	3200	0	0	1600	2600	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0,272092109	0,008794312	3,35156102	3,56E-05	1,38079386	0,016565358	0,558757087	0,474697101	1,005615983	4,15E-05	0,052331862	0	0,003278149	0	0,003135271	1,23E-06	6,21E-05	4,73E-05	2,22E-06	4,66E-05	2,37E-05
