ERR8977341	Australia	Melbourne	7/18/2017
ERR8977342	Australia	Melbourne	8/16/2017
ERR8977343	Pakistan	Karachi	8/18/2017
ERR8977344	Pakistan	Karachi	7/19/2017
ERR8977345	Greece	Athens	7/31/2017
ERR8977346	Greece	Athens	9/29/2017
ERR8977347	Malaysia	Kuala Lumpur	7/18/2017
ERR8977348	Malaysia	Kuala Lumpur	8/15/2017
ERR8977349	Malaysia	Kuala Lumpur	9/12/2017
ERR8977350	Malaysia	Kuala Lumpur	10/10/2017
ERR8977351	China	Guangzhou	7/11/2017
ERR8977352	China	Guangzhou	8/23/2017
ERR8977353	China	Guangzhou	9/30/2017
ERR8977354	China	Guangzhou	10/13/2017
ERR8977355	Pakistan	Karachi	9/28/2017
ERR8977356	Pakistan	Karachi	10/30/2017
ERR8977357	Australia	Melbourne	9/27/2017
ERR8977358	Australia	Melbourne	10/16/2017
ERR8977359	Cameroon	Yaounde	10/23/2017
ERR8977360	Cameroon	Yaounde	12/20/2017
ERR8977361	Cameroon	Yaounde	1/19/2018
ERR8977362	Cameroon	Yaounde	7/19/2017
ERR8977363	Cameroon	Yaounde	8/18/2017
ERR8977364	Cameroon	Yaounde	9/19/2017
ERR8977365	USA	Seattle	9/28/2017
ERR8977366	USA	Seattle	10/25/2017
ERR8977367	USA	Seattle	1/12/2017
ERR8977368	Malaysia	Kuala Lumpur	12/5/2017
ERR8977369	Malaysia	Kuala Lumpur	1/4/2018
ERR8977370	Malaysia	Kuala Lumpur	1/6/2018
ERR8977371	Malaysia	Kuala Lumpur	11/4/2017
ERR8977372	Canada	Regina	7/26/2017
ERR8977373	Canada	Regina	8/22/2017
ERR8977374	Canada	Regina	9/27/2017
ERR8977375	Canada	Regina	10/25/2017
ERR8977376	Ecuador	Quito	12/23/2017
ERR8977377	Ecuador	Quito	1/31/2018
ERR8977378	Ecuador	Quito	2/28/2018
ERR8977379	Canada	Regina	12/19/2017
ERR8977380	Australia	Melbourne	12/21/2017
ERR8977381	Australia	Melbourne	1/23/2018
ERR8977382	Australia	Melbourne	2/26/2018
ERR8977383	China	Guangzhou	12/21/2017
ERR8977384	China	Guangzhou	1/10/2018
ERR8977385	China	Guangzhou	2/8/2018
ERR8977386	China	Guangzhou	3/18/2018
ERR8977387	USA	Seattle	12/20/2017
ERR8977388	USA	Seattle	1/30/2018
ERR8977389	USA	Seattle	2/22/2018
ERR8977390	USA	Seattle	3/29/2018
ERR8977391	Australia	Melbourne	3/27/2018
ERR8977392	Australia	Melbourne	4/27/2018
ERR8977393	Australia	Melbourne	5/17/2018
ERR8977394	Malaysia	Kuala Lumpur	3/16/2018
ERR8977395	Malaysia	Kuala Lumpur	4/12/2018
ERR8977396	Malaysia	Kuala Lumpur	5/8/2018
ERR8977397	USA	Seattle	4/15/2018
ERR8977398	USA	Seattle	5/13/2018
ERR8977399	USA	Seattle	7/17/2018
ERR8977400	USA	Seattle	8/23/2018
ERR8977401	Australia	Melbourne	7/19/2018
ERR8977402	Australia	Melbourne	8/30/2018
ERR8977403	Cameroon	Yaounde	7/19/2018
ERR8977404	Cameroon	Yaounde	8/17/2018
ERR8977405	Canada	Regina	3/21/2018
ERR8977406	Canada	Regina	4/1/2018
ERR8977407	Canada	Regina	5/29/2018
ERR8977408	Canada	Regina	7/30/2018
ERR8977409	Canada	Regina	8/16/2018
ERR8977410	Canada	Regina	9/28/2018
ERR8977411	Ecuador	Quito	3/29/2018
ERR8977412	Ecuador	Quito	4/26/2018
ERR8977413	Ecuador	Quito	5/25/2018
ERR8977414	Ecuador	Quito	7/26/2018
ERR8977415	Ecuador	Quito	8/29/2018
ERR8977416	China	Guangzhou	4/10/2018
ERR8977417	China	Guangzhou	5/11/2018
ERR8977418	China	Guangzhou	8/9/2018
ERR8977419	China	Guangzhou	9/1/2018
ERR8977420	China	Guangzhou	10/9/2018
ERR8977421	Cameroon	Yaounde	4/3/2018
ERR8977422	Cameroon	Yaounde	5/22/2019
ERR8977423	Cameroon	Yaounde	2/21/2019
ERR8977424	Cameroon	Yaounde	3/18/2018
ERR8977425	Tanzania	Moshi	8/3/2018
ERR8977426	Tanzania	Moshi	8/9/2018
ERR8977427	Tanzania	Moshi	8/17/2018
ERR8977428	Tanzania	Moshi	8/20/2018
ERR8977429	Tanzania	Moshi	9/4/2018
ERR8977430	Tanzania	Moshi	9/11/2018
ERR8977431	Tanzania	Moshi	9/1/2018
ERR8977432	Tanzania	Moshi	9/18/2018
ERR8977433	Tanzania	Moshi	9/26/2018
