run_accession	sample_accession	fastq_ftp	sample_alias
SRR14530823	SAMN19168063	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/023/SRR14530823/SRR14530823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/023/SRR14530823/SRR14530823_2.fastq.gz	SB_10_08_2020
SRR14530824	SAMN19168062	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/024/SRR14530824/SRR14530824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/024/SRR14530824/SRR14530824_2.fastq.gz	PL_12_28_2020
SRR14530825	SAMN19168061	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/025/SRR14530825/SRR14530825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/025/SRR14530825/SRR14530825_2.fastq.gz	PL_12_22_2020
SRR14530826	SAMN19168060	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/026/SRR14530826/SRR14530826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/026/SRR14530826/SRR14530826_2.fastq.gz	PL_12_14_2020
SRR14530827	SAMN19168059	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/027/SRR14530827/SRR14530827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/027/SRR14530827/SRR14530827_2.fastq.gz	PL_11_5_2020
SRR14530828	SAMN19167906	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/028/SRR14530828/SRR14530828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/028/SRR14530828/SRR14530828_2.fastq.gz	JWPCP_9_01_2020
SRR14530829	SAMN19168058	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/029/SRR14530829/SRR14530829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/029/SRR14530829/SRR14530829_2.fastq.gz	PL_11_30_2020
SRR14530830	SAMN19168057	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/030/SRR14530830/SRR14530830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/030/SRR14530830/SRR14530830_2.fastq.gz	PL_11_29_2020
SRR14530831	SAMN19168056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/031/SRR14530831/SRR14530831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/031/SRR14530831/SRR14530831_2.fastq.gz	PL_01_04_2021
SRR14530832	SAMN19168055	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/032/SRR14530832/SRR14530832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/032/SRR14530832/SRR14530832_2.fastq.gz	PL_01_03_2021
SRR14530833	SAMN19168054	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/033/SRR14530833/SRR14530833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/033/SRR14530833/SRR14530833_2.fastq.gz	OC_12_21_2020
SRR14530834	SAMN19168053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/034/SRR14530834/SRR14530834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/034/SRR14530834/SRR14530834_2.fastq.gz	OC_12_14_2020
SRR14530835	SAMN19168052	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/035/SRR14530835/SRR14530835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/035/SRR14530835/SRR14530835_2.fastq.gz	OC_11_4_2020
SRR14530836	SAMN19168051	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/036/SRR14530836/SRR14530836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/036/SRR14530836/SRR14530836_2.fastq.gz	OC_11_11_2020
SRR14530837	SAMN19168050	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/037/SRR14530837/SRR14530837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/037/SRR14530837/SRR14530837_2.fastq.gz	JWPCP_9_29_2020
SRR14530838	SAMN19168049	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/038/SRR14530838/SRR14530838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/038/SRR14530838/SRR14530838_2.fastq.gz	JWPCP_11_3_2020
SRR14530839	SAMN19167905	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/039/SRR14530839/SRR14530839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/039/SRR14530839/SRR14530839_2.fastq.gz	JWPCP_8_25_2020
SRR14530840	SAMN19168048	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/040/SRR14530840/SRR14530840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/040/SRR14530840/SRR14530840_2.fastq.gz	JWPCP_11_17_2020
SRR14530841	SAMN19168047	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/041/SRR14530841/SRR14530841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/041/SRR14530841/SRR14530841_2.fastq.gz	JWPCP_11_10_2020
SRR14530842	SAMN19168046	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/042/SRR14530842/SRR14530842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/042/SRR14530842/SRR14530842_2.fastq.gz	HTP_9_29_2020
SRR14530843	SAMN19168045	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/043/SRR14530843/SRR14530843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/043/SRR14530843/SRR14530843_2.fastq.gz	HTP_9_22_2020
SRR14530844	SAMN19168044	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/044/SRR14530844/SRR14530844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/044/SRR14530844/SRR14530844_2.fastq.gz	HTP_12_29_2020
SRR14530845	SAMN19168043	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/045/SRR14530845/SRR14530845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/045/SRR14530845/SRR14530845_2.fastq.gz	HTP_12_22_2020
SRR14530846	SAMN19168042	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/046/SRR14530846/SRR14530846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/046/SRR14530846/SRR14530846_2.fastq.gz	HTP_12_04_2020
SRR14530847	SAMN19168041	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/047/SRR14530847/SRR14530847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/047/SRR14530847/SRR14530847_2.fastq.gz	HTP_11_3_2020
SRR14530848	SAMN19168040	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/048/SRR14530848/SRR14530848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/048/SRR14530848/SRR14530848_2.fastq.gz	HTP_11_24_2020
SRR14530849	SAMN19168039	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/049/SRR14530849/SRR14530849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/049/SRR14530849/SRR14530849_2.fastq.gz	HTP_01_03_2021
SRR14530850	SAMN19167904	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/050/SRR14530850/SRR14530850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/050/SRR14530850/SRR14530850_2.fastq.gz	JWPCP_8_18_2020
SRR14530851	SAMN19168038	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/051/SRR14530851/SRR14530851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/051/SRR14530851/SRR14530851_2.fastq.gz	SJ_9_23_2020_INF_unenriched
SRR14530852	SAMN19168037	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/052/SRR14530852/SRR14530852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/052/SRR14530852/SRR14530852_2.fastq.gz	SJ_11_4_2020_INF_unenriched
SRR14530853	SAMN19168036	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/053/SRR14530853/SRR14530853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/053/SRR14530853/SRR14530853_2.fastq.gz	SJ_11_18_2020_INF_unenriched
SRR14530854	SAMN19168035	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/054/SRR14530854/SRR14530854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/054/SRR14530854/SRR14530854_2.fastq.gz	SJ_11_11_2020_INF_unenriched
SRR14530855	SAMN19168034	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/055/SRR14530855/SRR14530855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/055/SRR14530855/SRR14530855_2.fastq.gz	SB_11_5_2020_INF_unenriched
SRR14530856	SAMN19168033	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/056/SRR14530856/SRR14530856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/056/SRR14530856/SRR14530856_2.fastq.gz	SB_10_08_2020_INF_unenriched
SRR14530857	SAMN19168032	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/057/SRR14530857/SRR14530857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/057/SRR14530857/SRR14530857_2.fastq.gz	PL_12_28_2020_INF_unenriched
SRR14530858	SAMN19168031	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/058/SRR14530858/SRR14530858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/058/SRR14530858/SRR14530858_2.fastq.gz	PL_12_22_2020_INF_unenriched
SRR14530859	SAMN19168030	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/059/SRR14530859/SRR14530859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/059/SRR14530859/SRR14530859_2.fastq.gz	PL_12_14_2020_INF_unenriched
SRR14530860	SAMN19168029	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/060/SRR14530860/SRR14530860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/060/SRR14530860/SRR14530860_2.fastq.gz	PL_11_5_2020_INF_unenriched
SRR14530861	SAMN19167903	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/061/SRR14530861/SRR14530861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/061/SRR14530861/SRR14530861_2.fastq.gz	JWPCP_8_11_2020
SRR14530862	SAMN19168028	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/062/SRR14530862/SRR14530862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/062/SRR14530862/SRR14530862_2.fastq.gz	PL_11_30_2020_INF_unenriched
SRR14530863	SAMN19168027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/063/SRR14530863/SRR14530863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/063/SRR14530863/SRR14530863_2.fastq.gz	PL_11_29_2020_INF_unenriched
SRR14530864	SAMN19168026	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/064/SRR14530864/SRR14530864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/064/SRR14530864/SRR14530864_2.fastq.gz	PL_01_04_2021_INF_unenriched
SRR14530865	SAMN19168025	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/065/SRR14530865/SRR14530865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/065/SRR14530865/SRR14530865_2.fastq.gz	PL_01_03_2021_INF_unenriched
SRR14530866	SAMN19168024	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/066/SRR14530866/SRR14530866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/066/SRR14530866/SRR14530866_2.fastq.gz	OC_12_21_2020_INF_unenriched
SRR14530867	SAMN19168023	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/067/SRR14530867/SRR14530867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/067/SRR14530867/SRR14530867_2.fastq.gz	OC_12_14_2020_INF_unenriched
SRR14530868	SAMN19168022	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/068/SRR14530868/SRR14530868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/068/SRR14530868/SRR14530868_2.fastq.gz	OC_11_9_2020_INF_unenriched
SRR14530869	SAMN19168021	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/069/SRR14530869/SRR14530869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/069/SRR14530869/SRR14530869_2.fastq.gz	OC_11_4_2020_INF_unenriched
SRR14530870	SAMN19168020	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/070/SRR14530870/SRR14530870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/070/SRR14530870/SRR14530870_2.fastq.gz	OC_11_25_2020_INF_unenriched
SRR14530871	SAMN19168019	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/071/SRR14530871/SRR14530871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/071/SRR14530871/SRR14530871_2.fastq.gz	OC_11_18_2020_INF_unenriched
SRR14530872	SAMN19167902	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/072/SRR14530872/SRR14530872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/072/SRR14530872/SRR14530872_2.fastq.gz	JWPCP_10_13_2020
SRR14530873	SAMN19168018	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/073/SRR14530873/SRR14530873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/073/SRR14530873/SRR14530873_2.fastq.gz	OC_11_11_2020_INF_unenriched
SRR14530874	SAMN19168017	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/074/SRR14530874/SRR14530874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/074/SRR14530874/SRR14530874_2.fastq.gz	NC_9_25_2020_INF_unenriched
SRR14530875	SAMN19168016	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/075/SRR14530875/SRR14530875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/075/SRR14530875/SRR14530875_2.fastq.gz	NC_11_6_2020_INF_unenriched
SRR14530876	SAMN19168015	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/076/SRR14530876/SRR14530876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/076/SRR14530876/SRR14530876_2.fastq.gz	JWPCP_9_29_2020_INF_unenriched
SRR14530877	SAMN19168014	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/077/SRR14530877/SRR14530877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/077/SRR14530877/SRR14530877_2.fastq.gz	JWPCP_11_3_2020_INF_unenriched
SRR14530878	SAMN19168013	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/078/SRR14530878/SRR14530878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/078/SRR14530878/SRR14530878_2.fastq.gz	JWPCP_11_17_2020_INF_unenriched
SRR14530879	SAMN19168012	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/079/SRR14530879/SRR14530879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/079/SRR14530879/SRR14530879_2.fastq.gz	JWPCP_11_10_2020_INF_unenriched
SRR14530880	SAMN19168011	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/080/SRR14530880/SRR14530880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/080/SRR14530880/SRR14530880_2.fastq.gz	HTP_9_29_2020_INF_unenriched
SRR14530881	SAMN19168010	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/081/SRR14530881/SRR14530881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/081/SRR14530881/SRR14530881_2.fastq.gz	HTP_9_22_2020_INF_unenriched
SRR14530882	SAMN19168009	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/082/SRR14530882/SRR14530882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/082/SRR14530882/SRR14530882_2.fastq.gz	HTP_12_29_2020_INF_unenriched
SRR14530883	SAMN19167901	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/083/SRR14530883/SRR14530883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/083/SRR14530883/SRR14530883_2.fastq.gz	JWPCP_10_06_2020
SRR14530884	SAMN19168008	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/084/SRR14530884/SRR14530884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/084/SRR14530884/SRR14530884_2.fastq.gz	HTP_12_22_2020_INF_unenriched
SRR14530885	SAMN19168007	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/085/SRR14530885/SRR14530885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/085/SRR14530885/SRR14530885_2.fastq.gz	HTP_12_15_2020_INF_unenriched
SRR14530886	SAMN19168006	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/086/SRR14530886/SRR14530886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/086/SRR14530886/SRR14530886_2.fastq.gz	HTP_12_04_2020_INF_unenriched
SRR14530887	SAMN19168005	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/087/SRR14530887/SRR14530887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/087/SRR14530887/SRR14530887_2.fastq.gz	HTP_12_01_2020_INF_unenriched
SRR14530888	SAMN19168004	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/088/SRR14530888/SRR14530888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/088/SRR14530888/SRR14530888_2.fastq.gz	HTP_11_3_2020_INF_unenriched
SRR14530889	SAMN19168003	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/089/SRR14530889/SRR14530889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/089/SRR14530889/SRR14530889_2.fastq.gz	HTP_11_24_2020_INF_unenriched
SRR14530890	SAMN19168002	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/090/SRR14530890/SRR14530890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/090/SRR14530890/SRR14530890_2.fastq.gz	HTP_11_17_2020_INF_unenriched
SRR14530891	SAMN19168001	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/091/SRR14530891/SRR14530891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/091/SRR14530891/SRR14530891_2.fastq.gz	HTP_01_03_2021_INF_unenriched
SRR14530892	SAMN19168000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/092/SRR14530892/SRR14530892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/092/SRR14530892/SRR14530892_2.fastq.gz	SJ_9_30_2020_INF_unenriched
SRR14530893	SAMN19167999	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/093/SRR14530893/SRR14530893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/093/SRR14530893/SRR14530893_2.fastq.gz	SJ_9_16_2020_INF_unenriched
SRR14530894	SAMN19167900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/094/SRR14530894/SRR14530894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/094/SRR14530894/SRR14530894_2.fastq.gz	JW_10_27_2020
SRR14530895	SAMN19167998	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/095/SRR14530895/SRR14530895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/095/SRR14530895/SRR14530895_2.fastq.gz	SJ_9_09_2020_INF_unenriched
SRR14530896	SAMN19167997	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/096/SRR14530896/SRR14530896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/096/SRR14530896/SRR14530896_2.fastq.gz	SJ_9_02_2020_INF_unenriched
SRR14530897	SAMN19167996	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/097/SRR14530897/SRR14530897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/097/SRR14530897/SRR14530897_2.fastq.gz	SJ_8_26_2020_INF_unenriched
SRR14530898	SAMN19167995	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/098/SRR14530898/SRR14530898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/098/SRR14530898/SRR14530898_2.fastq.gz	SJ_8_19_2020_INF_unenriched
SRR14530899	SAMN19167994	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/099/SRR14530899/SRR14530899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/099/SRR14530899/SRR14530899_2.fastq.gz	SJ_8_12_2020_INF_unenriched
SRR14530900	SAMN19167993	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/000/SRR14530900/SRR14530900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/000/SRR14530900/SRR14530900_2.fastq.gz	SJ_10_28_2020_INF_unenriched
SRR14530901	SAMN19167992	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/001/SRR14530901/SRR14530901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/001/SRR14530901/SRR14530901_2.fastq.gz	SJ_10_21_2020_INF_unenriched
SRR14530902	SAMN19167991	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/002/SRR14530902/SRR14530902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/002/SRR14530902/SRR14530902_2.fastq.gz	SJ_10_14_2020_INF_unenriched
SRR14530903	SAMN19167990	ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/003/SRR14530903/SRR14530903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR145/003/SRR14530903/SRR14530903_2.fastq.gz	SJ_10_07_2020_INF_unenriched
SRR18340958	SAMN26732535	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/058/SRR18340958/SRR18340958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/058/SRR18340958/SRR18340958_2.fastq.gz	HTP_4_8_2021
SRR18340959	SAMN26732534	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/059/SRR18340959/SRR18340959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/059/SRR18340959/SRR18340959_2.fastq.gz	HTP_4_6_2021
SRR18340960	SAMN26732533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/060/SRR18340960/SRR18340960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/060/SRR18340960/SRR18340960_2.fastq.gz	HTP_4_4_2021
SRR18340961	SAMN26732532	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/061/SRR18340961/SRR18340961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/061/SRR18340961/SRR18340961_2.fastq.gz	HTP_4_29_2021
SRR18340962	SAMN26732531	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/062/SRR18340962/SRR18340962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/062/SRR18340962/SRR18340962_2.fastq.gz	HTP_4_26_2021
SRR18340963	SAMN26732530	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/063/SRR18340963/SRR18340963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/063/SRR18340963/SRR18340963_2.fastq.gz	HTP_4_25_2021
SRR18340964	SAMN26732529	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/064/SRR18340964/SRR18340964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/064/SRR18340964/SRR18340964_2.fastq.gz	HTP_4_22_2021
SRR18340965	SAMN26732528	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/065/SRR18340965/SRR18340965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/065/SRR18340965/SRR18340965_2.fastq.gz	HTP_4_15_2021
SRR18340966	SAMN26732527	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/066/SRR18340966/SRR18340966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/066/SRR18340966/SRR18340966_2.fastq.gz	HTP_3_9_21
SRR18340967	SAMN26732455	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/067/SRR18340967/SRR18340967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/067/SRR18340967/SRR18340967_2.fastq.gz	ESC_11_16_20
SRR18340968	SAMN26732526	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/068/SRR18340968/SRR18340968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/068/SRR18340968/SRR18340968_2.fastq.gz	HTP_3_7_21
SRR18340969	SAMN26732525	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/069/SRR18340969/SRR18340969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/069/SRR18340969/SRR18340969_2.fastq.gz	HTP_3_4_21
SRR18340970	SAMN26732524	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/070/SRR18340970/SRR18340970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/070/SRR18340970/SRR18340970_2.fastq.gz	HTP_3_31_2021
SRR18340971	SAMN26732523	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/071/SRR18340971/SRR18340971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/071/SRR18340971/SRR18340971_2.fastq.gz	HTP_3_30_2021
SRR18340972	SAMN26732522	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/072/SRR18340972/SRR18340972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/072/SRR18340972/SRR18340972_2.fastq.gz	HTP_3_29_2021
SRR18340973	SAMN26732521	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/073/SRR18340973/SRR18340973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/073/SRR18340973/SRR18340973_2.fastq.gz	HTP_3_25_2021
SRR18340974	SAMN26732520	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/074/SRR18340974/SRR18340974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/074/SRR18340974/SRR18340974_2.fastq.gz	HTP_3_23_2021
SRR18340975	SAMN26732519	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/075/SRR18340975/SRR18340975_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/075/SRR18340975/SRR18340975_2.fastq.gz	HTP_3_21_2021
