SRR24403468	PES8F5	1	HOU R5	Houston, TX	2022-12-08	NA
SRR24403469	L7YKQM	1	HOU R5	Houston, TX	2022-11-29	NA
SRR24403470	J4NUH2	1	HOU R5	Houston, TX	2022-11-16	NA
SRR24403471	JV3324	1	HOU R5	Houston, TX	2022-10-25	NA
SRR24403472	HLV55F	1	HOU R5	Houston, TX	2022-10-18	NA
SRR24403473	PFYPWY	1	HOU R5	Houston, TX	2022-10-11	NA
SRR24403474	FMW96A	1	HOU R5	Houston, TX	2022-10-04	NA
SRR24403475	CEN9HH	1	HOU R5	Houston, TX	2022-09-28	NA
SRR24403476	VP7NFT	1	HOU R5	Houston, TX	2022-09-19	NA
SRR24403477	YGY5JL	1	HOU Z9	Houston, TX	2022-09-06	NA
SRR24403478	XT226P	1	HOU R5	Houston, TX	2022-09-13	NA
SRR24403479	QXFGZ4	1	HOU R5	Houston, TX	2022-09-06	NA
SRR24403480	E2V6JN	1	HOU J6	Houston, TX	2022-11-01	NA
SRR24403481	CGGXXH	1	HOU J6	Houston, TX	2022-11-08	NA
SRR24403482	CE3V5U	1	HOU J6	Houston, TX	2022-11-29	NA
SRR24403483	ASZN2W	1	HOU J6	Houston, TX	2023-01-19	NA
SRR24403484	DBHASE	1	HOU Z9	Houston, TX	2022-08-03	NA
SRR24403485	w2srkm	1	EPS T4	El Paso, TX	2023-01-30	12.64
SRR24403486	ZEF38J	1	EPS T4	El Paso, TX	2023-01-09	12.23
SRR24403487	TJHBC6	1	EPS T4	El Paso, TX	2023-01-18	13.82
SRR24403488	Q65HRE	1	EPS T4	El Paso, TX	2022-11-15	14.6
SRR24403489	NRC74M	1	EPS T4	El Paso, TX	2023-01-23	11.29
SRR24403490	JRG2YW	1	EPS T4	El Paso, TX	2023-01-04	NA
SRR24403491	DXG2CH	1	EPS T4	El Paso, TX	2022-09-20	10.43
SRR24403492	Y7RHMM	1	EPS T4	El Paso, TX	2022-09-12	9.97
SRR24403493	Q8CEX2	1	EPS T4	El Paso, TX	2022-08-29	15.08
SRR24403494	EH9ETA	1	EPS T4	El Paso, TX	2022-08-22	15.19
SRR24403495	GLDH2P	1	HOU Z9	Houston, TX	2022-07-26	NA
SRR24403496	X8NQAU	1	HOU R5	Houston, TX	2022-08-30	NA
SRR24403497	NRKMY4	1	HOU R5	Houston, TX	2022-08-25	NA
SRR24403498	KXE7KZ	1	HOU R5	Houston, TX	2022-08-16	NA
SRR24403499	D6SXYF	1	HOU R5	Houston, TX	2022-08-10	NA
SRR24403500	YPMFXZ	1	HOU R5	Houston, TX	2022-08-03	NA
SRR24403501	E3VX2C	1	HOU R5	Houston, TX	2022-07-26	NA
SRR24403502	ED4TS7	1	HOU R5	Houston, TX	2022-07-19	NA
SRR24403503	G4NMVX	1	HOU R5	Houston, TX	2022-07-12	NA
SRR24403504	CBBXP3	1	HOU Z9	Houston, TX	2022-08-30	NA
SRR24403505	D6L8LQ	1	HOU R5	Houston, TX	2022-07-06	NA
SRR24403506	V2KV3A	1	HOU R5	Houston, TX	2022-06-29	NA
SRR24403507	YJC8D8	1	HOU R5	Houston, TX	2022-06-22	NA
SRR24403508	MXPT2K	1	HOU R5	Houston, TX	2022-06-15	NA
SRR24403509	NVXVNN	1	HOU R5	Houston, TX	2022-06-08	NA
SRR24403510	HYUTKY	1	HOU R5	Houston, TX	2022-12-28	NA
SRR24403511	FJY5K2	1	HOU R5	Houston, TX	2023-01-05	NA
SRR24403512	Q6EHXX	1	HOU J6	Houston, TX	2022-09-28	NA
SRR24403513	WFENJQ	1	HOU J6	Houston, TX	2022-09-19	NA
SRR24403514	RKN5PV	1	HOU J6	Houston, TX	2022-09-06	NA
SRR24403515	R7CF2W	1	HOU J6	Houston, TX	2022-08-30	NA
SRR24403516	ZAMU5S	1	HOU J6	Houston, TX	2022-08-25	NA
SRR24403517	PHW9FV	1	HOU J6	Houston, TX	2022-08-16	NA
SRR24403518	FAPXGU	1	HOU J6	Houston, TX	2022-08-10	NA
SRR24403519	QVW4PD	1	HOU J6	Houston, TX	2022-08-03	NA
SRR24403520	ANHLJ4	1	HOU J6	Houston, TX	2022-07-26	NA
SRR24403521	MU3FH7	1	HOU Z9	Houston, TX	2022-08-10	NA
SRR24403522	GGN5R7	1	HOU J6	Houston, TX	2022-07-19	NA
SRR24403523	V9FEG8	1	HOU J6	Houston, TX	2022-07-12	NA
SRR24403524	EMC3HQ	1	HOU J6	Houston, TX	2022-07-06	NA
SRR24403525	AZYDX4	1	HOU J6	Houston, TX	2022-06-29	NA
SRR24403526	JFQJLU	1	HOU J6	Houston, TX	2022-06-22	NA
SRR24403527	G9GW2J	1	HOU J6	Houston, TX	2023-01-10	NA
SRR24403528	RCLLTK	1	EPS T4	El Paso, TX	2022-08-15	15.06
SRR24403529	D7F5KY	1	EPS T4	El Paso, TX	2022-07-25	15.13
SRR24403530	U88BCQ	1	EPS T4	El Paso, TX	2022-08-08	15.16
SRR24403531	FAL7SD	1	EPS T4	El Paso, TX	2022-08-01	16.14
SRR24403532	AJ7FNK	1	EPS T4	El Paso, TX	2022-07-18	14.83
SRR24403533	NMXJR6	1	EPS T4	El Paso, TX	2022-07-11	15.63
SRR24403534	ZNPQVQ	1	EPS T4	El Paso, TX	2022-06-29	16.2
SRR24403535	RFT78A	1	EPS T4	El Paso, TX	2022-06-22	17.1
SRR24403536	N378KY	1	EPS T4	El Paso, TX	2022-06-15	16.34
SRR24403537	CUYDTB	1	EPS Q9	El Paso, TX	2022-07-11	27.13
SRR24403538	AMWX5S	1	EPS Q9	El Paso, TX	2022-07-05	26.74
SRR24403539	WZH49W	1	EPS Q9	El Paso, TX	2022-06-29	26.69
SRR24403540	XLB55K	1	EPS Q9	El Paso, TX	2022-06-22	30.93
SRR24403541	DGBNM8	1	EPS Q9	El Paso, TX	2022-06-15	28.85
SRR24403542	J2MVVQ	1	EPS Q9	El Paso, TX	2022-06-15	28.85
SRR24403543	UQU82Z	1	HOU Z9	Houston, TX	2022-11-16	NA
SRR24403544	L9SQ75	1	EPS Q9	El Paso, TX	2022-08-11	28.38
SRR24403545	UMQG6U	1	EPS Q9	El Paso, TX	2022-08-04	28.2
SRR24403546	R3QE6K	1	EPS Q9	El Paso, TX	2023-01-09	29.01
SRR24403547	Q5T77M	1	EPS Q9	El Paso, TX	2023-01-23	27.91
SRR24403548	MXU533	1	EPS Q9	El Paso, TX	2022-12-28	28.06
SRR24403549	MLNWLA	1	EPS Q9	El Paso, TX	2022-11-15	27.33
SRR24403550	KUTMXV	1	EPS Q9	El Paso, TX	2023-01-18	26.83
SRR24403551	JXNFZ4	1	EPS Q9	El Paso, TX	2022-12-05	27.91
SRR24403552	GQ2D3Z	1	EPS Q9	El Paso, TX	2023-01-04	NA
SRR24403553	ACAD2C	1	HOU Z9	Houston, TX	2022-10-04	NA
SRR24403554	TTPQ9D	1	HOU Z9	Houston, TX	2022-05-18	NA
SRR24403555	TXDM2V	1	EPS J3	El Paso, TX	2022-06-22	7.83
SRR24403556	BTPEUL	1	EPS J3	El Paso, TX	2022-06-15	7.61
SRR24403557	YUCRP3	1	EPS J3	El Paso, TX	2022-06-15	5.89
SRR24403558	LUZFK8	1	EPS J3	El Paso, TX	2022-06-01	7.44
SRR24403559	S74QT3	1	EPS J3	El Paso, TX	2022-05-25	6.78
SRR24403560	VESC37	1	EPS J3	El Paso, TX	2022-05-18	6.68
SRR24403561	RV62UZ	1	EPS J3	El Paso, TX	2022-05-11	7.7
SRR24403562	D9NVYJ	1	EPS J3	El Paso, TX	2022-05-04	8.81
SRR24403563	CTN36M	1	EPS J3	El Paso, TX	2022-08-11	8.52
SRR24403564	ZZTCQS	1	EPS J3	El Paso, TX	2022-08-04	8.12
SRR24403565	CLMWES	1	HOU Z9	Houston, TX	2022-09-28	NA
SRR24403566	JRH5L6	1	EPS J3	El Paso, TX	2023-01-23	10.94
SRR24403567	HRZ2KT	1	EPS J3	El Paso, TX	2022-11-15	9.97
SRR24403568	GXFFDZ	1	EPS J3	El Paso, TX	2023-01-09	10.01
SRR24403569	ADG4ZF	1	HOU Z9	Houston, TX	2022-11-29	NA
SRR24403570	X55ATD	1	EPS K6	El Paso, TX	2022-10-31	6.7
SRR24403571	RJP32L	1	EPS T4	El Paso, TX	2022-10-03	11.6
SRR24403572	KAWJTK	1	EPS T4	El Paso, TX	2022-09-26	12.77
SRR24403573	aftquk	1	EPS K6	El Paso, TX	2023-01-30	6.7
SRR24403574	YJ6H6C	1	EPS K6	El Paso, TX	2022-12-19	NA
SRR24403575	A5B3KB	1	HOU Z9	Houston, TX	2023-01-05	NA
SRR24403576	RMLWN5	1	EPS K6	El Paso, TX	2022-12-05	6.7
SRR24403577	R8UD98	1	EPS K6	El Paso, TX	2022-11-15	4.62
SRR24403578	FFQ9P5	1	HOU Z9	Houston, TX	2022-06-29	NA
SRR24403579	R4YVGH	1	EPS K6	El Paso, TX	2022-12-28	5.1
SRR24403580	QYKEAQ	1	EPS K6	El Paso, TX	2022-11-07	8
SRR24403581	QW2LVJ	1	EPS K6	El Paso, TX	2023-01-09	5.6
SRR24403582	QQ3T2B	1	EPS K6	El Paso, TX	2022-11-28	7.3
SRR24403583	NFTLMJ	1	EPS K6	El Paso, TX	2022-10-31	6.7
SRR24403584	S8D9GK	1	EPS K6	El Paso, TX	2022-09-20	7
SRR24403585	VKF84G	1	EPS K6	El Paso, TX	2022-09-12	6.8
SRR24403586	P9G632	1	EPS K6	El Paso, TX	2022-09-06	6.4
SRR24403587	DL2X4M	1	EPS K6	El Paso, TX	2022-08-04	5.39
SRR24403588	ESSTKB	1	EPS K6	El Paso, TX	2023-01-23	7.6
SRR24403589	EFLDWX	1	EPS K6	El Paso, TX	2022-10-31	6.7
SRR24403590	DNGH3L	1	EPS K6	El Paso, TX	2023-01-18	6.9
SRR24403591	CMRC6F	1	EPS K6	El Paso, TX	2022-12-12	6.5
SRR24403592	CAP8Z5	1	EPS K6	El Paso, TX	2022-11-21	5.7
SRR24403593	AF2T23	1	EPS K6	El Paso, TX	2023-01-04	NA
SRR24403594	FZEJCX	1	EPS K6	El Paso, TX	2022-10-24	7.2
SRR24403595	TXRBZU	1	HOU Z9	Houston, TX	2022-06-08	NA
SRR24403596	F9H3D2	1	EPS K6	El Paso, TX	2022-10-17	6.4
SRR24403597	WA66AV	1	EPS K6	El Paso, TX	2022-10-10	4.4
SRR24403598	LLFRTG	1	EPS K6	El Paso, TX	2022-10-03	6.7
SRR24403599	h6nntv	1	HOU C1	Houston, TX	2023-02-02	NA
SRR24403600	ZR3LHR	1	HOU C1	Houston, TX	2022-11-08	NA
SRR24403601	Z62SBD	1	HOU C1	Houston, TX	2022-12-13	NA
SRR24403602	DDGVAA	1	EPS K6	El Paso, TX	2022-09-26	5.9
SRR24403603	ERKJ87	1	HOU C1	Houston, TX	2022-08-10	NA
SRR24403604	P9BDHJ	1	HOU C1	Houston, TX	2022-08-03	NA
SRR24403605	UGZ88W	1	HOU C1	Houston, TX	2022-07-26	NA
SRR24403606	F9TJ7F	1	HOU C1	Houston, TX	2022-07-19	NA
SRR24403607	PM9UDV	1	HOU C1	Houston, TX	2022-07-12	NA
SRR24403608	ZY3SEF	1	HOU Z9	Houston, TX	2023-01-25	NA
SRR24403609	DRV5PU	1	HOU C1	Houston, TX	2022-06-22	NA
SRR24403610	NHJFJZ	1	HOU C1	Houston, TX	2022-06-15	NA
SRR24403611	LW377Q	1	HOU C1	Houston, TX	2022-06-08	NA
SRR24403612	PFZMXY	1	HOU C1	Houston, TX	2022-12-20	NA
SRR24403613	M375XQ	1	HOU C1	Houston, TX	2023-01-10	NA
SRR24403614	KUKELP	1	HOU C1	Houston, TX	2022-12-08	NA
SRR24403615	K4636M	1	HOU C1	Houston, TX	2023-01-25	NA
SRR24403616	G63MXE	1	HOU C1	Houston, TX	2023-01-05	NA
SRR24403617	DRB2LL	1	HOU C1	Houston, TX	2022-11-16	NA
SRR24403618	CXEG4E	1	HOU C1	Houston, TX	2022-11-29	NA
SRR24403619	FUKY8M	1	EPS Q9	El Paso, TX	2022-11-07	27.89
SRR24403620	JV87VY	1	HOU Z9	Houston, TX	2022-12-20	NA
SRR24403621	TWRUPN	1	HOU Z9	Houston, TX	2022-06-07	NA
SRR24403622	CF46MZ	1	EPS Q9	El Paso, TX	2022-10-31	27.32
SRR24403623	BTSAC5	1	EPS Q9	El Paso, TX	2022-11-21	27.54
SRR24403624	A8NJ8R	1	EPS Q9	El Paso, TX	2022-11-28	28.14
SRR24403625	JRGYV3	1	EPS Q9	El Paso, TX	2022-10-24	26.82
SRR24403626	UDS26G	1	EPS Q9	El Paso, TX	2022-10-17	28.02
SRR24403627	W7KS54	1	EPS Q9	El Paso, TX	2022-10-10	27.96
SRR24403628	TESDZA	1	EPS Q9	El Paso, TX	2022-10-03	27.91
SRR24403629	VKCFJW	1	EPS Q9	El Paso, TX	2022-09-28	27.82
SRR24403630	lvktgc	1	HOU B9	Houston, TX	2023-02-02	NA
SRR24403631	WRM9NG	1	HOU B9	Houston, TX	2022-11-16	NA
SRR24403632	JQWNBJ	1	HOU Z9	Houston, TX	2022-11-08	NA
SRR24403633	UKSTF8	1	HOU B9	Houston, TX	2022-11-01	NA
SRR24403634	QHZ953	1	HOU B9	Houston, TX	2023-01-19	NA
SRR24403635	JY2MUN	1	HOU B9	Houston, TX	2022-10-25	NA
SRR24403636	BLCPL5	1	HOU B9	Houston, TX	2022-10-18	NA
SRR24403637	UMWSA8	1	HOU B9	Houston, TX	2022-10-11	NA
SRR24403638	L7CKAP	1	HOU B9	Houston, TX	2022-10-04	NA
SRR24403639	RNR2RQ	1	HOU B9	Houston, TX	2022-09-28	NA
SRR24403640	X5RJJS	1	HOU B9	Houston, TX	2022-09-19	NA
SRR24403641	PGFQ67	1	HOU B9	Houston, TX	2022-09-06	NA
SRR24403642	YZGUQN	1	HOU B9	Houston, TX	2022-08-30	NA
SRR24403643	HMV9RN	1	HOU Z9	Houston, TX	2022-11-01	NA
SRR24403644	FWLVUZ	1	HOU B9	Houston, TX	2022-08-25	NA
SRR24403645	HTYR9D	1	HOU B9	Houston, TX	2022-08-16	NA
SRR24403646	M6GM6M	1	HOU B9	Houston, TX	2022-08-10	NA
SRR24403647	BY9P6A	1	HOU B9	Houston, TX	2022-08-03	NA
SRR24403648	RMA9XT	1	HOU B9	Houston, TX	2022-07-26	NA
SRR24403649	MQ7PRP	1	HOU B9	Houston, TX	2022-07-19	NA
SRR24403650	Y3KF5H	1	HOU B9	Houston, TX	2022-07-12	NA
SRR24403651	ZRVD8F	1	HOU B9	Houston, TX	2022-07-06	NA
SRR24403652	M8F96Y	1	HOU B9	Houston, TX	2022-06-29	NA
SRR24403653	ZENZST	1	HOU B9	Houston, TX	2022-06-22	NA
SRR24403654	ESBE7K	1	HOU Z9	Houston, TX	2023-01-19	NA
SRR24403655	G96NY6	1	HOU B9	Houston, TX	2022-06-15	NA
SRR24403656	T4KM3H	1	HOU B9	Houston, TX	2022-06-08	NA
SRR24403657	K35Y9P	1	HOU B9	Houston, TX	2022-11-29	NA
SRR24403658	JTUAGQ	1	HOU B9	Houston, TX	2022-11-22	NA
SRR24403659	FAJ9RE	1	HOU B9	Houston, TX	2022-12-08	NA
SRR24403660	DVYDSA	1	HOU B9	Houston, TX	2022-11-08	NA
SRR24403661	DEAK4X	1	HOU B9	Houston, TX	2023-01-25	NA
SRR24403662	C6NCNH	1	HOU B9	Houston, TX	2023-01-10	NA
SRR24403663	ATA6VA	1	HOU B9	Houston, TX	2022-12-28	NA
SRR24403664	AGFQRZ	1	HOU B9	Houston, TX	2022-12-20	NA
SRR24403665	DR4746	1	HOU Z9	Houston, TX	2022-12-13	NA
SRR24403666	ABUBEH	1	HOU B9	Houston, TX	2022-12-13	NA
SRR24403667	qc3vrw	1	HOU S3	Houston, TX	2023-02-02	NA
SRR24403668	XRYJSP	1	HOU S3	Houston, TX	2022-11-22	NA
SRR24403669	WMBUHG	1	HOU S3	Houston, TX	2023-01-10	NA
SRR24403670	VE73Z5	1	HOU S3	Houston, TX	2022-12-13	NA
SRR24403671	T3VUKH	1	HOU S3	Houston, TX	2022-12-20	NA
SRR24403672	PUEBTL	1	HOU S3	Houston, TX	2022-12-28	NA
SRR24403673	MEXUM8	1	HOU S3	Houston, TX	2022-11-08	NA
SRR24403674	F8JFCP	1	HOU S3	Houston, TX	2022-10-25	NA
SRR24403675	JYK8WG	1	HOU S3	Houston, TX	2022-10-18	NA
SRR24403676	D6US9A	1	HOU Z9	Houston, TX	2022-12-08	NA
SRR24403677	T82WCC	1	HOU S3	Houston, TX	2022-10-11	NA
SRR24403678	RYVZPD	1	HOU S3	Houston, TX	2022-10-04	NA
SRR24403679	DJGJ2Q	1	HOU S3	Houston, TX	2022-09-28	NA
SRR24403680	HR7VTJ	1	HOU S3	Houston, TX	2022-09-19	NA
SRR24403681	GJHD2R	1	HOU S3	Houston, TX	2022-09-13	NA
SRR24403682	S2KC4U	1	HOU S3	Houston, TX	2022-09-06	NA
SRR24403683	FAHKAL	1	EPS J3	El Paso, TX	2022-11-21	11.08
SRR24403684	EKA7CV	1	EPS J3	El Paso, TX	2023-01-04	NA
SRR24403685	DXT27B	1	EPS J3	El Paso, TX	2022-12-13	NA
SRR24403686	DN6LVZ	1	EPS J3	El Paso, TX	2022-10-31	8.86
SRR24403687	AZUKV4	1	EPS J3	El Paso, TX	2022-10-31	8.86
SRR24403688	A76V9W	1	EPS J3	El Paso, TX	2022-11-15	9.97
SRR24403689	TC6CLE	1	EPS J3	El Paso, TX	2022-10-24	8.38
SRR24403690	XACGNY	1	HOU Z9	Houston, TX	2022-09-19	NA
SRR24403691	CQWBNQ	1	EPS J3	El Paso, TX	2022-10-17	8.69
SRR24403692	P2NU97	1	EPS J3	El Paso, TX	2022-10-10	8.07
SRR24403693	QBUGJS	1	EPS J3	El Paso, TX	2022-10-03	10.31
SRR24403694	RTFF63	1	EPS J3	El Paso, TX	2022-09-26	10.03
SRR24403695	tb2dpf	1	HOU R5	Houston, TX	2023-02-02	NA
SRR24403696	XUYRKL	1	HOU R5	Houston, TX	2022-11-22	NA
SRR24403697	XKZX54	1	HOU R5	Houston, TX	2023-01-10	NA
SRR24403698	WC3BLF	1	HOU R5	Houston, TX	2023-01-19	NA
SRR24403699	K5WPZD	1	HOU S3	Houston, TX	2022-12-08	NA
SRR24403700	JHUYGC	1	HOU S3	Houston, TX	2023-01-19	NA
SRR24403701	EHTBBB	1	HOU S3	Houston, TX	2023-01-05	NA
SRR24403702	DSLRSD	1	HOU S3	Houston, TX	2023-01-25	NA
SRR24403703	AX55BV	1	HOU S3	Houston, TX	2022-11-16	NA
SRR24403704	AJ6CPN	1	HOU S3	Houston, TX	2022-11-29	NA
SRR24403705	pm7tcz	1	EPS J3	El Paso, TX	2023-01-30	9.81
SRR24403706	Y3A3UF	1	EPS J3	El Paso, TX	2022-11-15	9.97
SRR24403707	V7C6NF	1	EPS J3	El Paso, TX	2022-11-28	12.05
SRR24403708	R68ZKY	1	EPS J3	El Paso, TX	2022-12-12	12.33
SRR24403709	GG6WAD	1	HOU Z9	Houston, TX	2022-10-18	NA
SRR24403710	PXEV6L	1	EPS J3	El Paso, TX	2022-11-07	10.56
SRR24403711	P8NE5K	1	EPS J3	El Paso, TX	2022-12-19	NA
SRR24403712	NDWV5Q	1	EPS J3	El Paso, TX	2022-12-28	12.76
SRR24403713	N6DQTX	1	EPS J3	El Paso, TX	2023-01-18	11.82
SRR24403714	M7MY28	1	EPS J3	El Paso, TX	2022-12-05	12.38
SRR24403715	DBZ6ZT	1	HOU R5	Houston, TX	2022-11-08	NA
SRR24403716	B54FWS	1	HOU R5	Houston, TX	2022-11-01	NA
SRR24403717	j25xpc	1	HOU J6	Houston, TX	2023-02-02	NA
SRR24403718	LS2W94	1	HOU Z9	Houston, TX	2022-08-25	NA
SRR24403719	Z6JM67	1	HOU J6	Houston, TX	2022-12-08	NA
SRR24403720	VB8AAP	1	HOU J6	Houston, TX	2023-01-25	NA
SRR24403721	THGNLM	1	HOU J6	Houston, TX	2022-11-16	NA
SRR24403722	RKQXBD	1	HOU J6	Houston, TX	2023-01-05	NA
SRR24403723	PZBAZD	1	HOU J6	Houston, TX	2022-12-20	NA
SRR24403724	P3SKUQ	1	HOU J6	Houston, TX	2022-12-13	NA
SRR24403725	NB8DRC	1	HOU J6	Houston, TX	2022-11-22	NA
SRR24403726	M2UMLX	1	HOU J6	Houston, TX	2022-12-28	NA
SRR24403727	VQRWA5	1	HOU J6	Houston, TX	2022-10-25	NA
SRR24403728	DP83HT	1	HOU J6	Houston, TX	2022-10-18	NA
SRR24403729	BBL7EU	1	HOU Z9	Houston, TX	2022-08-16	NA
SRR24403730	T3H2NL	1	HOU J6	Houston, TX	2022-10-11	NA
SRR24403731	KWWZ92	1	EPS T4	El Paso, TX	2022-06-15	7.61
SRR24403732	TQYRQP	1	HOU Z9	Houston, TX	2022-07-19	NA
SRR24403733	DJJUZD	1	EPS T4	El Paso, TX	2022-08-11	15.7
SRR24403734	M39WR3	1	EPS T4	El Paso, TX	2022-08-04	15.6
SRR24403735	H7HGKF	1	EPS T4	El Paso, TX	2022-11-28	10.27
SRR24403736	G97HVD	1	EPS T4	El Paso, TX	2022-12-28	9.72
SRR24403737	FZLKV7	1	EPS T4	El Paso, TX	2022-11-07	11.99
SRR24403738	FT3BFL	1	EPS T4	El Paso, TX	2022-12-05	10.04
SRR24403739	FAYLGW	1	EPS T4	El Paso, TX	2022-11-21	15.13
SRR24403740	EH8NZV	1	EPS T4	El Paso, TX	2022-10-31	13.29
SRR24403741	CS9LYQ	1	EPS T4	El Paso, TX	2022-12-19	NA
SRR24403742	CQ3ANL	1	EPS T4	El Paso, TX	2022-12-12	9.4
SRR24403743	ZT8NU5	1	HOU Z9	Houston, TX	2022-07-06	NA
SRR24403744	WDDD4J	1	EPS T4	El Paso, TX	2022-10-24	14.03
SRR24403745	P3GYTN	1	EPS T4	El Paso, TX	2022-10-17	13.15
SRR24403746	YED6RZ	1	EPS T4	El Paso, TX	2022-10-10	11.93
SRR24403747	PY8Z8K	1	EPS K6	El Paso, TX	2022-08-29	6.6
SRR24403748	CYC6GD	1	EPS K6	El Paso, TX	2022-08-22	5.2
